L0_CTS_zeCommandQueueCreateFenceTests_GivenDefaultFenceDescriptorWhenCreatingFenceThenNotNullPointerIsReturned,--gtest_filter=zeCommandQueueCreateFenceTests.GivenDefaultFenceDescriptorWhenCreatingFenceThenNotNullPointerIsReturned,test_fence,basic,Core,Fences
L0_CTS_zeFenceSynchronizeTests_GivenSignaledFenceWhenQueryingThenSuccessIsReturned,--gtest_filter=zeFenceSynchronizeTests.GivenSignaledFenceWhenQueryingThenSuccessIsReturned,test_fence,basic,Core,Fences
L0_CTS_zeFenceSynchronizeTests_GivenSignaledFenceWhenResettingThenSuccessIsReturned,--gtest_filter=zeFenceSynchronizeTests.GivenSignaledFenceWhenResettingThenSuccessIsReturned,test_fence,basic,Core,Fences
L0_CTS_zeFenceSynchronizeTests_GivenSignaledFenceWhenResettingThenFenceStatusIsNotReadyWhenQueried,--gtest_filter=zeFenceSynchronizeTests.GivenSignaledFenceWhenResettingThenFenceStatusIsNotReadyWhenQueried,test_fence,basic,Core,Fences
L0_CTS_FenceSyncParameterizedTest_zeFenceSynchronizeTests_GivenSignaledFenceWhenSynchronizingThenSuccessIsReturned,--gtest_filter=FenceSyncParameterizedTest/zeFenceSynchronizeTests.GivenSignaledFenceWhenSynchronizingThenSuccessIsReturned/*,test_fence,basic,Core,Fences
L0_CTS_TestMultipleFenceWithAndWithoutEvent_zeMultipleFenceTests_GivenMultipleCommandQueuesWhenFenceAndEventSetThenVerifyAllSignaledSuccessful,--gtest_filter=TestMultipleFenceWithAndWithoutEvent/zeMultipleFenceTests.GivenMultipleCommandQueuesWhenFenceAndEventSetThenVerifyAllSignaledSuccessful/*,test_fence,basic,Core,Fences
L0_CTS_IpcMemoryAccessTest_GivenL0MemoryAllocatedInChildProcessWhenUsingL0IPCThenParentProcessReadsMemoryCorrectly,--gtest_filter=IpcMemoryAccessTest.GivenL0MemoryAllocatedInChildProcessWhenUsingL0IPCThenParentProcessReadsMemoryCorrectly,test_ipc_memory,basic,Core,Inter-Process Communication
L0_CTS_zeDeviceGetTests_GivenZeroCountWhenRetrievingDevicesThenValidCountReturned,--gtest_filter=zeDeviceGetTests.GivenZeroCountWhenRetrievingDevicesThenValidCountReturned,test_device,basic,Core,Device Handling
L0_CTS_zeDeviceGetTests_GivenValidCountWhenRetrievingDevicesThenNotNullDevicesAreReturned,--gtest_filter=zeDeviceGetTests.GivenValidCountWhenRetrievingDevicesThenNotNullDevicesAreReturned,test_device,basic,Core,Device Handling
L0_CTS_zeDeviceGetDevicePropertiesTests_GivenValidDeviceWhenRetrievingPropertiesThenValidPropertiesAreReturned,--gtest_filter=zeDeviceGetDevicePropertiesTests.GivenValidDeviceWhenRetrievingPropertiesThenValidPropertiesAreReturned,test_device,basic,Core,Device Handling
L0_CTS_zeDeviceGetComputePropertiesTests_GivenValidDeviceWhenRetrievingComputePropertiesThenValidPropertiesAreReturned,--gtest_filter=zeDeviceGetComputePropertiesTests.GivenValidDeviceWhenRetrievingComputePropertiesThenValidPropertiesAreReturned,test_device,basic,Core,Device Handling
L0_CTS_zeDeviceGetMemoryPropertiesTests_GivenValidCountPointerWhenRetrievingMemoryPropertiesThenValidCountReturned,--gtest_filter=zeDeviceGetMemoryPropertiesTests.GivenValidCountPointerWhenRetrievingMemoryPropertiesThenValidCountReturned,test_device,basic,Core,Device Handling
L0_CTS_zeDeviceGetMemoryPropertiesTests_GivenValidDeviceWhenRetrievingMemoryPropertiesThenValidPropertiesAreReturned,--gtest_filter=zeDeviceGetMemoryPropertiesTests.GivenValidDeviceWhenRetrievingMemoryPropertiesThenValidPropertiesAreReturned,test_device,basic,Core,Device Handling
L0_CTS_zeDeviceGetMemoryAccessTests_GivenValidDeviceWhenRetrievingMemoryAccessPropertiesThenValidPropertiesReturned,--gtest_filter=zeDeviceGetMemoryAccessTests.GivenValidDeviceWhenRetrievingMemoryAccessPropertiesThenValidPropertiesReturned,test_device,basic,Core,Device Handling
L0_CTS_zeDeviceGetModulePropertiesTests_GivenValidDeviceWhenRetrievingModulePropertiesThenValidPropertiesReturned,--gtest_filter=zeDeviceGetModulePropertiesTests.GivenValidDeviceWhenRetrievingModulePropertiesThenValidPropertiesReturned,test_device,basic,Core,Device Handling
L0_CTS_zeInitTests_GivenDriverWasAlreadyInitializedWhenInitializingDriverThenSuccessIsReturned,--gtest_filter=zeInitTests.GivenDriverWasAlreadyInitializedWhenInitializingDriverThenSuccessIsReturned,test_driver,basic,Core,Driver Handles
L0_CTS_zeDriverGetDriverVersionTests_GivenZeroVersionWhenGettingDriverVersionThenNonZeroVersionIsReturned,--gtest_filter=zeDriverGetDriverVersionTests.GivenZeroVersionWhenGettingDriverVersionThenNonZeroVersionIsReturned,test_driver,basic,Core,Driver Handles
L0_CTS_zeDriverGetApiVersionTests_GivenValidDriverWhenRetrievingApiVersionThenValidApiVersionIsReturned,--gtest_filter=zeDriverGetApiVersionTests.GivenValidDriverWhenRetrievingApiVersionThenValidApiVersionIsReturned,test_driver,basic,Core,Driver Handles
L0_CTS_zeDriverGetIPCPropertiesTests_GivenValidDriverWhenRetrievingIPCPropertiesThenValidPropertiesAreRetured,--gtest_filter=zeDriverGetIPCPropertiesTests.GivenValidDriverWhenRetrievingIPCPropertiesThenValidPropertiesAreRetured,test_driver,basic,Core,Inter-Process Communication
L0_CTS_zeDriverMemFreeTests_GivenValidDeviceMemAllocationWhenFreeingDeviceMemoryThenSuccessIsReturned,--gtest_filter=zeDriverMemFreeTests.GivenValidDeviceMemAllocationWhenFreeingDeviceMemoryThenSuccessIsReturned,test_memory,basic,Core,Device Memory
L0_CTS_zeSharedMemGetAddressRangeTests_GivenSharedAllocationWhenGettingAddressRangeThenCorrectSizeIsReturned,--gtest_filter=zeSharedMemGetAddressRangeTests.GivenSharedAllocationWhenGettingAddressRangeThenCorrectSizeIsReturned,test_memory,basic,Core,Shared Memory
L0_CTS_zeSharedMemGetAddressRangeTests_GivenSharedAllocationWhenGettingAddressRangeThenCorrectBaseIsReturned,--gtest_filter=zeSharedMemGetAddressRangeTests.GivenSharedAllocationWhenGettingAddressRangeThenCorrectBaseIsReturned,test_memory,basic,Core,Shared Memory
L0_CTS_zeHostMemGetAddressRangeTests_GivenBasePointerWhenQueryingBaseAddressofHostMemoryAllocationThenSuccessIsReturned,--gtest_filter=zeHostMemGetAddressRangeTests.GivenBasePointerWhenQueryingBaseAddressofHostMemoryAllocationThenSuccessIsReturned,test_memory,basic,Core,Host Memory
L0_CTS_zeDriverAllocDeviceMemTestVaryFlagsAndSizeAndAlignment_zeDriverAllocDeviceMemParamsTests_GivenAllocationFlagsAndSizeAndAlignmentWhenAllocatingDeviceMemoryThenNotNullPointerIsReturned,--gtest_filter=zeDriverAllocDeviceMemTestVaryFlagsAndSizeAndAlignment/zeDriverAllocDeviceMemParamsTests.GivenAllocationFlagsAndSizeAndAlignmentWhenAllocatingDeviceMemoryThenNotNullPointerIsReturned/*,test_memory,basic,Core,Device Memory
L0_CTS_zeMemGetAllocPropertiesTestVaryFlagsAndSizeAndAlignment_zeMemGetAllocPropertiesTests_GivenValidDeviceMemoryPointerWhenGettingPropertiesThenVersionAndTypeReturned,--gtest_filter=zeMemGetAllocPropertiesTestVaryFlagsAndSizeAndAlignment/zeMemGetAllocPropertiesTests.GivenValidDeviceMemoryPointerWhenGettingPropertiesThenVersionAndTypeReturned/*,test_memory,basic,Core,Device Handling
L0_CTS_zeMemGetAllocPropertiesTestVaryFlagsAndSizeAndAlignment_zeMemGetAllocPropertiesTests_GivenPointerToDeviceHandleIsSetToNullWhenGettingMemoryPropertiesThenSuccessIsReturned,--gtest_filter=zeMemGetAllocPropertiesTestVaryFlagsAndSizeAndAlignment/zeMemGetAllocPropertiesTests.GivenPointerToDeviceHandleIsSetToNullWhenGettingMemoryPropertiesThenSuccessIsReturned/*,test_memory,basic,Core,Device Handling
L0_CTS_zeDriverMemGetAddressRangeTestVaryFlagsAndSizeAndAlignment_zeDriverMemGetAddressRangeTests_GivenValidDeviceMemoryPointerWhenGettingAddressRangeThenBaseAddressAndSizeReturned,--gtest_filter=zeDriverMemGetAddressRangeTestVaryFlagsAndSizeAndAlignment/zeDriverMemGetAddressRangeTests.GivenValidDeviceMemoryPointerWhenGettingAddressRangeThenBaseAddressAndSizeReturned/*,test_memory,basic,Core,Device Memory
L0_CTS_TestSharedMemFlagPermutations_zeDriverAllocSharedMemTests_GivenAllocationFlagsSizeAndAlignmentWhenAllocatingSharedMemoryThenNotNullPointerIsReturned,--gtest_filter=TestSharedMemFlagPermutations/zeDriverAllocSharedMemTests.GivenAllocationFlagsSizeAndAlignmentWhenAllocatingSharedMemoryThenNotNullPointerIsReturned/*,test_memory,basic,Core,Shared Memory
L0_CTS_TestSharedMemGetPropertiesPermutations_zeSharedMemGetPropertiesTests_GivenSharedAllocationWhenGettingMemPropertiesThenSuccessIsReturned,--gtest_filter=TestSharedMemGetPropertiesPermutations/zeSharedMemGetPropertiesTests.GivenSharedAllocationWhenGettingMemPropertiesThenSuccessIsReturned/*,test_memory,basic,Core,Shared Memory
L0_CTS_TestSharedMemGetAddressRangePermutations_zeSharedMemGetAddressRangeParameterizedTests_GivenSharedAllocationWhenGettingAddressRangeThenCorrectSizeAndBaseIsReturned,--gtest_filter=TestSharedMemGetAddressRangePermutations/zeSharedMemGetAddressRangeParameterizedTests.GivenSharedAllocationWhenGettingAddressRangeThenCorrectSizeAndBaseIsReturned/*,test_memory,basic,Core,Shared Memory
